product_type,brand,condition,age_years,weight_kg,storage_gb,screen_size_inch,location_tier,resale_price_inr,green_points,price_per_kg,age_category,brand_tier,product_category
Headphones,Acer,Dead,2.1,0.33,,,3,278,38,842.4242424242424,Recent,Budget,Accessory
Keyboard,Samsung,Working,6.4,1.03,,,3,325,69,315.53398058252424,Very_Old,Premium,Computer
Battery,Generic,Dead,4.6,0.54,,,2,70,18,129.62962962962962,Old,Budget,Accessory
Battery,Apple,Working,3.7,0.51,,,1,868,122,1701.9607843137255,Old,Premium,Accessory
Charger,Asus,Repairable,1.1,0.21,,,1,338,53,1609.5238095238096,Recent,Budget,Accessory
Battery,Generic,Repairable,1.1,0.37,,,2,310,52,837.8378378378378,Recent,Budget,Accessory
Monitor,Xiaomi,Working,8.0,5.63,,22.5,3,488,94,86.6785079928952,Very_Old,Budget,Computer
Mouse,Sony,Dead,0.5,0.19,,,1,170,27,894.7368421052631,New,Premium,Computer
Laptop,Asus,Dead,2.2,1.91,1024.0,15.6,2,5211,540,2728.2722513089006,Recent,Budget,Computer
Battery,Samsung,Working,4.0,0.4,,,3,514,87,1285.0,Old,Premium,Accessory
Headphones,Xiaomi,Working,0.8,0.47,,,1,1783,214,3793.617021276596,New,Budget,Accessory
Mouse,Dell,Working,2.3,0.16,,,2,652,100,4075.0,Recent,Premium,Computer
Mouse,LG,Repairable,0.9,0.19,,,3,299,49,1573.6842105263158,New,Budget,Computer
Battery,Asus,Working,1.5,0.56,,,2,786,114,1403.5714285714284,Recent,Budget,Accessory
Battery,Lenovo,Working,0.9,0.67,,,2,797,115,1189.55223880597,New,Budget,Accessory
Keyboard,Xiaomi,Dead,2.3,0.67,,,3,149,25,222.38805970149252,Recent,Budget,Computer
Laptop,Asus,Working,1.2,2.03,1024.0,14.2,2,27958,2839,13772.41379310345,Recent,Budget,Computer
Battery,Lenovo,Working,2.2,0.54,,,1,925,128,1712.9629629629628,Recent,Budget,Accessory
Keyboard,Samsung,Repairable,6.0,1.01,,,2,243,46,240.59405940594058,Very_Old,Premium,Computer
Speaker,Apple,Working,0.6,1.52,,,2,4508,488,2965.7894736842104,New,Premium,Accessory
Tablet,MSI,Repairable,0.6,0.6,32.0,9.6,3,7895,815,13158.333333333334,New,Premium,Mobile
Mouse,HP,Repairable,3.4,0.11,,,3,185,38,1681.8181818181818,Old,Budget,Computer
Monitor,Sony,Dead,3.1,5.48,,24.7,3,1422,163,259.4890510948905,Old,Premium,Computer
Speaker,Apple,Working,1.1,2.64,,,3,4094,449,1550.7575757575758,Recent,Premium,Accessory
Tablet,OnePlus,Working,2.9,0.51,64.0,9.8,1,11592,1200,22729.41176470588,Recent,Budget,Mobile
Smartphone,Dell,Working,0.7,0.24,64.0,6.7,2,9924,1032,41350.0,New,Premium,Mobile
Smartphone,Dell,Working,1.7,0.17,64.0,6.6,3,9232,963,54305.882352941175,Recent,Premium,Mobile
Mouse,Samsung,Repairable,3.1,0.18,,,2,327,52,1816.6666666666667,Old,Premium,Computer
Charger,OnePlus,Repairable,2.9,0.27,,,2,197,40,729.6296296296296,Recent,Budget,Accessory
Monitor,Realme,Working,1.8,4.11,,31.3,3,4604,503,1120.1946472019463,Recent,Budget,Computer
Mouse,Lenovo,Repairable,0.6,0.17,,,3,376,57,2211.7647058823527,New,Budget,Computer
Smartphone,Xiaomi,Dead,0.9,0.21,256.0,5.1,2,2059,215,9804.761904761905,New,Budget,Mobile
Keyboard,Acer,Dead,2.9,0.71,,,1,252,36,354.92957746478874,Recent,Budget,Computer
Laptop,Sony,Repairable,7.6,2.92,32.0,16.4,1,1734,199,593.8356164383562,Very_Old,Premium,Computer
Speaker,Asus,Repairable,4.2,1.64,,,3,849,107,517.6829268292684,Old,Budget,Accessory
Battery,Realme,Repairable,0.6,0.6,,,2,304,51,506.6666666666667,New,Budget,Accessory
Speaker,LG,Working,0.8,1.15,,,3,2509,287,2181.739130434783,New,Budget,Accessory
Mouse,Acer,Dead,1.3,0.17,,,2,105,20,617.6470588235294,Recent,Budget,Computer
Monitor,LG,Working,1.3,5.7,,23.1,2,8084,859,1418.2456140350878,Recent,Budget,Computer
Battery,Acer,Working,2.5,0.74,,,2,714,107,964.8648648648649,Recent,Budget,Accessory
Headphones,Sony,Dead,1.0,0.21,,,2,591,69,2814.285714285714,New,Premium,Accessory
Keyboard,Samsung,Working,0.5,1.11,,,1,1904,227,1715.3153153153153,New,Premium,Computer
Battery,Samsung,Repairable,6.1,0.7,,,2,236,44,337.14285714285717,Very_Old,Premium,Accessory
Tablet,OnePlus,Working,1.4,0.71,512.0,10.4,2,13717,1412,19319.718309859156,Recent,Budget,Mobile
Laptop,LG,Working,2.5,2.81,1024.0,16.1,3,20700,2116,7366.548042704626,Recent,Budget,Computer
Battery,Generic,Dead,1.6,0.51,,,1,131,24,256.8627450980392,Recent,Budget,Accessory
Headphones,Realme,Working,1.0,0.23,,,1,1244,159,5408.695652173913,New,Budget,Accessory
Mouse,HP,Working,1.2,0.13,,,2,597,94,4592.307692307692,Recent,Budget,Computer
Laptop,Sony,Dead,0.6,1.53,128.0,14.7,1,8326,850,5441.830065359477,New,Premium,Computer
Headphones,Realme,Working,1.5,0.4,,,2,993,135,2482.5,Recent,Budget,Accessory
Mouse,MSI,Dead,6.5,0.18,,,2,50,15,277.77777777777777,Very_Old,Premium,Computer
Mouse,Apple,Repairable,1.6,0.19,,,2,600,80,3157.8947368421054,Recent,Premium,Computer
Headphones,Apple,Working,1.8,0.38,,,3,2146,250,5647.368421052632,Recent,Premium,Accessory
Headphones,Local,Working,8.0,0.27,,,1,127,48,470.3703703703703,Very_Old,Budget,Accessory
Tablet,Realme,Repairable,2.6,0.64,32.0,9.1,1,3727,393,5823.4375,Recent,Budget,Mobile
Smartphone,Samsung,Repairable,0.9,0.17,64.0,6.4,2,5734,598,33729.41176470588,New,Premium,Mobile
Keyboard,Sony,Working,1.4,0.54,,,2,1670,203,3092.5925925925926,Recent,Premium,Computer
Charger,MSI,Dead,4.8,0.29,,,2,79,18,272.4137931034483,Old,Premium,Accessory
Smartphone,Dell,Working,0.9,0.19,512.0,6.3,1,15094,1549,79442.1052631579,New,Premium,Mobile
Laptop,Lenovo,Repairable,0.8,2.72,256.0,13.9,2,11923,1222,4383.4558823529405,New,Budget,Computer
Keyboard,LG,Working,2.0,0.92,,,3,1010,138,1097.8260869565217,Recent,Budget,Computer
Laptop,Sony,Repairable,0.7,2.82,128.0,13.5,2,13220,1353,4687.943262411348,New,Premium,Computer
Speaker,Xiaomi,Repairable,4.9,2.91,,,2,528,78,181.44329896907215,Old,Budget,Accessory
Monitor,LG,Dead,3.8,6.28,,20.1,1,1209,143,192.51592356687897,Old,Budget,Computer
Monitor,Lenovo,Dead,1.6,4.86,,28.4,3,1301,150,267.6954732510288,Recent,Budget,Computer
Headphones,Lenovo,Working,1.9,0.22,,,1,1618,196,7354.545454545455,Recent,Budget,Accessory
Battery,Dell,Working,2.8,0.34,,,2,960,132,2823.529411764706,Recent,Premium,Accessory
Monitor,OnePlus,Repairable,1.9,5.4,,29.7,2,4035,434,747.2222222222222,Recent,Budget,Computer
Charger,Samsung,Working,1.4,0.24,,,3,560,91,2333.3333333333335,Recent,Premium,Accessory
Battery,Apple,Repairable,1.1,0.74,,,1,1010,122,1364.8648648648648,Recent,Premium,Accessory
Charger,Realme,Repairable,2.6,0.27,,,2,155,36,574.074074074074,Recent,Budget,Accessory
Battery,Lenovo,Working,3.0,0.72,,,1,815,117,1131.9444444444446,Recent,Budget,Accessory
Charger,Dell,Dead,2.8,0.22,,,2,114,21,518.1818181818181,Recent,Premium,Accessory
Charger,Samsung,Repairable,0.8,0.28,,,1,448,65,1599.9999999999998,New,Premium,Accessory
Battery,Realme,Repairable,0.6,0.71,,,1,319,52,449.29577464788736,New,Budget,Accessory
Headphones,Acer,Working,1.3,0.42,,,2,1422,178,3385.714285714286,Recent,Budget,Accessory
Tablet,Samsung,Repairable,3.9,0.73,32.0,8.0,2,5229,548,7163.013698630137,Old,Premium,Mobile
Monitor,Local,Dead,1.2,6.08,,27.2,2,919,113,151.15131578947367,Recent,Budget,Computer
Tablet,HP,Working,1.1,0.65,128.0,11.8,1,15133,1554,23281.53846153846,Recent,Budget,Mobile
Speaker,Dell,Dead,0.7,2.52,,,2,726,87,288.0952380952381,New,Premium,Accessory
Tablet,MSI,Repairable,7.1,0.54,256.0,12.6,3,1404,161,2600.0,Very_Old,Premium,Mobile
Speaker,Xiaomi,Repairable,0.7,2.87,,,3,993,125,345.993031358885,New,Budget,Accessory
Speaker,Sony,Dead,0.6,1.6,,,2,784,91,490.0,New,Premium,Accessory
Tablet,Xiaomi,Working,0.6,0.63,256.0,11.0,2,9962,1037,15812.698412698413,New,Budget,Mobile
Headphones,Realme,Working,0.6,0.46,,,2,1507,186,3276.086956521739,New,Budget,Accessory
Headphones,Xiaomi,Repairable,7.4,0.42,,,1,88,29,209.52380952380952,Very_Old,Budget,Accessory
Headphones,Samsung,Repairable,3.3,0.21,,,3,646,84,3076.190476190476,Old,Premium,Accessory
Laptop,Realme,Repairable,1.3,2.23,256.0,15.7,2,8822,911,3956.053811659193,Recent,Budget,Computer
Mouse,MSI,Repairable,1.7,0.13,,,1,477,67,3669.230769230769,Recent,Premium,Computer
Speaker,Asus,Working,1.6,1.9,,,2,2182,257,1148.421052631579,Recent,Budget,Accessory
Mouse,Dell,Dead,3.7,0.17,,,2,96,19,564.7058823529411,Old,Premium,Computer
Charger,Acer,Working,0.7,0.24,,,2,506,85,2108.3333333333335,New,Budget,Accessory
Smartphone,HP,Repairable,1.1,0.25,256.0,5.8,2,5176,542,20704.0,Recent,Budget,Mobile
Speaker,Dell,Working,6.3,1.84,,,3,783,117,425.54347826086956,Very_Old,Premium,Accessory
Battery,LG,Dead,1.5,0.44,,,2,242,35,550.0,Recent,Budget,Accessory
Smartphone,MSI,Repairable,1.6,0.24,128.0,5.4,1,5411,566,22545.833333333336,Recent,Premium,Mobile
Laptop,OnePlus,Repairable,0.6,2.48,128.0,16.5,1,14216,1451,5732.258064516129,New,Budget,Computer
Speaker,Generic,Working,1.8,2.94,,,1,1176,158,400.0,Recent,Budget,Accessory
Tablet,Local,Working,4.6,0.71,1024.0,12.1,2,3551,391,5001.408450704225,Old,Budget,Mobile
Battery,Dell,Repairable,3.4,0.61,,,3,310,52,508.1967213114754,Old,Premium,Accessory
Headphones,OnePlus,Working,0.6,0.48,,,3,2046,240,4262.5,New,Budget,Accessory
Tablet,Asus,Repairable,3.7,0.59,1024.0,8.6,3,3915,412,6635.593220338983,Old,Budget,Mobile
Mouse,Samsung,Repairable,2.8,0.14,,,2,286,48,2042.8571428571427,Recent,Premium,Computer
Charger,Apple,Working,1.9,0.11,,,1,821,117,7463.636363636364,Recent,Premium,Accessory
Monitor,Sony,Dead,1.1,6.99,,24.9,2,1877,211,268.52646638054364,Recent,Premium,Computer
Monitor,Dell,Working,0.5,3.36,,25.2,1,10034,1050,2986.309523809524,New,Premium,Computer
Laptop,OnePlus,Dead,2.3,1.94,1024.0,16.4,3,4868,500,2509.278350515464,Recent,Budget,Computer
Smartphone,Asus,Working,3.5,0.15,512.0,5.2,1,8147,854,54313.333333333336,Old,Budget,Mobile
Battery,Dell,Working,1.1,0.79,,,3,849,121,1074.6835443037974,Recent,Premium,Accessory
Speaker,MSI,Dead,1.9,2.24,,,3,586,72,261.60714285714283,Recent,Premium,Accessory
Smartphone,LG,Working,2.1,0.15,1024.0,5.9,1,9033,943,60220.0,Recent,Budget,Mobile
Keyboard,Realme,Working,0.7,0.75,,,3,610,98,813.3333333333334,New,Budget,Computer
Keyboard,HP,Repairable,0.7,0.78,,,2,656,87,841.025641025641,New,Budget,Computer
Keyboard,Local,Dead,2.2,0.98,,,2,124,24,126.53061224489797,Recent,Budget,Computer
Speaker,Xiaomi,Repairable,0.9,1.33,,,1,925,115,695.4887218045112,New,Budget,Accessory
Battery,OnePlus,Repairable,2.5,0.65,,,3,322,53,495.38461538461536,Recent,Budget,Accessory
Monitor,MSI,Repairable,6.0,3.26,,28.2,3,1399,166,429.14110429447857,Very_Old,Premium,Computer
Smartphone,Asus,Repairable,4.6,0.22,128.0,5.6,2,3163,336,14377.272727272728,Old,Budget,Mobile
Laptop,Acer,Dead,3.9,1.62,32.0,15.2,1,3557,368,2195.679012345679,Old,Budget,Computer
Tablet,Lenovo,Repairable,3.9,0.58,512.0,10.6,1,5242,550,9037.931034482759,Old,Budget,Mobile
Battery,Samsung,Dead,3.1,0.34,,,1,179,28,526.470588235294,Old,Premium,Accessory
Keyboard,Local,Working,1.1,0.61,,,1,713,107,1168.8524590163934,Recent,Budget,Computer
Smartphone,LG,Repairable,1.0,0.25,64.0,5.3,2,4750,495,19000.0,New,Budget,Mobile
Laptop,Sony,Working,3.6,2.49,128.0,15.2,3,15107,1555,6067.068273092369,Old,Premium,Computer
Charger,MSI,Working,3.0,0.15,,,1,571,92,3806.666666666667,Recent,Premium,Accessory
Keyboard,Acer,Dead,7.9,0.96,,,3,45,16,46.875,Very_Old,Budget,Computer
Keyboard,Xiaomi,Repairable,2.8,0.55,,,3,272,48,494.5454545454545,Recent,Budget,Computer
Smartphone,Lenovo,Working,1.1,0.2,64.0,6.3,2,10681,1108,53405.0,Recent,Budget,Mobile
Speaker,OnePlus,Repairable,3.2,1.85,,,3,874,111,472.4324324324324,Old,Budget,Accessory
Monitor,Lenovo,Working,1.4,7.94,,30.3,1,6408,696,807.0528967254407,Recent,Budget,Computer
Speaker,Xiaomi,Working,2.2,1.88,,,3,1502,189,798.936170212766,Recent,Budget,Accessory
Keyboard,Realme,Repairable,1.8,1.11,,,2,446,66,401.8018018018018,Recent,Budget,Computer
Speaker,HP,Repairable,1.6,1.55,,,1,1549,177,999.3548387096774,Recent,Budget,Accessory
Smartphone,Realme,Working,5.4,0.17,512.0,6.1,2,2773,312,16311.764705882351,Very_Old,Budget,Mobile
Laptop,OnePlus,Dead,3.1,1.7,32.0,16.6,3,3868,399,2275.294117647059,Old,Budget,Computer
Mouse,OnePlus,Dead,0.9,0.12,,,2,191,29,1591.6666666666667,New,Budget,Computer
Smartphone,LG,Dead,0.9,0.24,32.0,5.4,2,2201,230,9170.833333333334,New,Budget,Mobile
Charger,Lenovo,Repairable,4.6,0.19,,,2,139,33,731.578947368421,Old,Budget,Accessory
Laptop,Sony,Working,1.4,2.39,1024.0,14.6,2,23425,2387,9801.255230125522,Recent,Premium,Computer
Speaker,Acer,Dead,7.5,1.52,,,1,70,20,46.05263157894737,Very_Old,Budget,Accessory
Charger,OnePlus,Working,1.3,0.25,,,2,449,79,1796.0,Recent,Budget,Accessory
Keyboard,Acer,Repairable,7.5,0.82,,,1,69,28,84.14634146341464,Very_Old,Budget,Computer
Tablet,Samsung,Repairable,0.7,0.47,256.0,9.7,1,10948,1120,23293.617021276597,New,Premium,Mobile
Monitor,Apple,Dead,4.0,5.15,,27.0,3,1364,156,264.8543689320388,Old,Premium,Computer
Charger,Local,Working,3.0,0.13,,,2,144,49,1107.6923076923076,Recent,Budget,Accessory
Mouse,Xiaomi,Working,0.6,0.17,,,3,463,81,2723.529411764706,New,Budget,Computer
Monitor,Lenovo,Working,1.8,7.22,,26.6,3,6794,733,940.9972299168976,Recent,Budget,Computer
Charger,Lenovo,Working,4.6,0.14,,,2,216,56,1542.8571428571427,Old,Budget,Accessory
Battery,Acer,Repairable,1.1,0.33,,,3,415,62,1257.5757575757575,Recent,Budget,Accessory
Charger,Dell,Repairable,6.0,0.11,,,2,87,28,790.9090909090909,Very_Old,Premium,Accessory
Mouse,Lenovo,Dead,1.7,0.19,,,3,110,21,578.9473684210526,Recent,Budget,Computer
Laptop,LG,Repairable,1.9,1.56,64.0,16.9,2,8939,921,5730.128205128205,Recent,Budget,Computer
Charger,Samsung,Working,7.2,0.1,,,2,117,46,1170.0,Very_Old,Premium,Accessory
Headphones,Xiaomi,Repairable,2.5,0.46,,,2,577,78,1254.3478260869565,Recent,Budget,Accessory
Keyboard,Sony,Repairable,1.9,0.84,,,3,674,89,802.3809523809524,Recent,Premium,Computer
Charger,Realme,Dead,0.8,0.11,,,1,77,17,700.0,New,Budget,Accessory
Smartphone,Samsung,Repairable,2.9,0.17,256.0,6.7,2,5638,588,33164.70588235294,Recent,Premium,Mobile
Tablet,Apple,Working,0.7,0.67,512.0,12.3,2,23047,2345,34398.50746268657,New,Premium,Mobile
Keyboard,Apple,Working,0.9,0.98,,,1,2607,297,2660.204081632653,New,Premium,Computer
Charger,Sony,Working,6.3,0.24,,,2,165,51,687.5,Very_Old,Premium,Accessory
Speaker,Dell,Repairable,2.4,2.74,,,3,1199,144,437.5912408759124,Recent,Premium,Accessory
Charger,Xiaomi,Dead,0.6,0.29,,,2,96,20,331.0344827586207,New,Budget,Accessory
Mouse,Sony,Working,2.8,0.12,,,2,597,94,4975.0,Recent,Premium,Computer
Monitor,Samsung,Working,1.5,6.26,,27.6,1,8300,883,1325.8785942492013,Recent,Premium,Computer
Mouse,LG,Dead,8.0,0.1,,,1,55,15,550.0,Very_Old,Budget,Computer
Headphones,Acer,Repairable,1.5,0.46,,,3,862,107,1873.9130434782608,Recent,Budget,Accessory
Headphones,Acer,Dead,2.2,0.42,,,2,381,49,907.1428571428572,Recent,Budget,Accessory
Laptop,Dell,Dead,1.5,1.99,256.0,16.2,1,7226,741,3631.1557788944724,Recent,Premium,Computer
Keyboard,Samsung,Dead,3.4,1.06,,,3,218,33,205.66037735849056,Old,Premium,Computer
Charger,Asus,Working,3.9,0.12,,,1,372,72,3100.0,Old,Budget,Accessory
Mouse,Lenovo,Dead,0.5,0.13,,,3,132,23,1015.3846153846154,New,Budget,Computer
Tablet,MSI,Working,1.5,0.68,64.0,10.2,1,14564,1497,21417.647058823528,Recent,Premium,Mobile
Monitor,MSI,Working,1.0,4.87,,20.0,3,7155,765,1469.1991786447638,New,Premium,Computer
Smartphone,Sony,Repairable,2.3,0.22,128.0,5.8,2,5177,542,23531.81818181818,Recent,Premium,Mobile
Mouse,Dell,Repairable,1.5,0.19,,,1,414,61,2178.9473684210525,Recent,Premium,Computer
Headphones,LG,Dead,1.8,0.21,,,3,327,42,1557.142857142857,Recent,Budget,Accessory
Mouse,LG,Dead,1.5,0.14,,,3,126,22,899.9999999999999,Recent,Budget,Computer
Laptop,Dell,Dead,2.0,2.41,1024.0,16.3,1,6942,714,2880.4979253112033,Recent,Premium,Computer
Keyboard,Asus,Repairable,3.0,1.17,,,1,477,69,407.69230769230774,Recent,Budget,Computer
Mouse,Asus,Repairable,0.9,0.1,,,3,357,55,3570.0,New,Budget,Computer
Tablet,LG,Repairable,5.1,0.5,32.0,8.3,3,3148,335,6296.0,Very_Old,Budget,Mobile
Mouse,Dell,Working,5.9,0.14,,,1,228,57,1628.5714285714284,Very_Old,Premium,Computer
Monitor,Sony,Dead,1.8,4.28,,23.0,2,1677,186,391.822429906542,Recent,Premium,Computer
Headphones,Generic,Working,3.7,0.36,,,1,661,102,1836.111111111111,Old,Budget,Accessory
Mouse,Lenovo,Working,2.4,0.17,,,2,463,81,2723.529411764706,Recent,Budget,Computer
Mouse,Samsung,Repairable,1.6,0.11,,,1,380,58,3454.5454545454545,Recent,Premium,Computer
Speaker,Dell,Working,2.8,1.36,,,2,2267,264,1666.9117647058822,Recent,Premium,Accessory
Speaker,Sony,Dead,3.0,1.21,,,2,513,63,423.9669421487603,Recent,Premium,Accessory
Smartphone,Samsung,Working,1.1,0.25,1024.0,6.5,3,11652,1205,46608.0,Recent,Premium,Mobile
Headphones,Asus,Working,2.1,0.21,,,2,1844,219,8780.952380952382,Recent,Budget,Accessory
Speaker,Asus,Working,6.5,2.2,,,3,697,108,316.8181818181818,Very_Old,Budget,Accessory
Mouse,Lenovo,Repairable,4.8,0.12,,,2,144,34,1200.0,Old,Budget,Computer
Monitor,MSI,Dead,2.4,5.06,,30.7,2,1893,209,374.11067193675893,Recent,Premium,Computer
Keyboard,Samsung,Repairable,1.4,0.67,,,1,998,120,1489.55223880597,Recent,Premium,Computer
Battery,Xiaomi,Repairable,1.1,0.71,,,2,353,56,497.1830985915493,Recent,Budget,Accessory
Tablet,Sony,Dead,2.7,0.44,128.0,10.2,3,2490,260,5659.090909090909,Recent,Premium,Mobile
Charger,LG,Working,2.3,0.13,,,2,453,80,3484.6153846153843,Recent,Budget,Accessory
Mouse,Samsung,Working,4.5,0.12,,,2,351,70,2925.0,Old,Premium,Computer
Headphones,Xiaomi,Working,0.5,0.39,,,1,1682,204,4312.820512820513,New,Budget,Accessory
Headphones,LG,Dead,2.1,0.27,,,2,354,46,1311.111111111111,Recent,Budget,Accessory
Tablet,Generic,Working,2.3,0.6,512.0,8.7,3,6682,709,11136.666666666668,Recent,Budget,Mobile
Monitor,MSI,Working,2.9,5.02,,28.3,3,5779,627,1151.1952191235061,Recent,Premium,Computer
Keyboard,Xiaomi,Dead,2.9,1.19,,,2,133,25,111.76470588235294,Recent,Budget,Computer
Laptop,LG,Repairable,0.7,2.59,64.0,14.1,1,14003,1430,5406.563706563707,New,Budget,Computer
Charger,Apple,Working,0.7,0.12,,,2,993,134,8275.0,New,Premium,Accessory
Keyboard,Lenovo,Repairable,0.9,0.73,,,3,551,76,754.7945205479452,New,Budget,Computer
Battery,Dell,Dead,1.4,0.33,,,3,220,33,666.6666666666666,Recent,Premium,Accessory
Battery,Sony,Working,0.6,0.7,,,1,1156,151,1651.4285714285716,New,Premium,Accessory
Mouse,HP,Working,2.1,0.19,,,1,681,103,3584.2105263157896,Recent,Budget,Computer
Battery,OnePlus,Repairable,2.0,0.46,,,2,447,65,971.7391304347825,Recent,Budget,Accessory
Speaker,Asus,Repairable,2.7,2.99,,,1,1330,159,444.81605351170566,Recent,Budget,Accessory
Laptop,LG,Working,2.1,2.6,128.0,13.2,2,18458,1890,7099.230769230769,Recent,Budget,Computer
Charger,MSI,Working,2.2,0.29,,,2,433,79,1493.103448275862,Recent,Premium,Accessory
Battery,OnePlus,Working,2.8,0.4,,,1,867,122,2167.5,Recent,Budget,Accessory
Charger,MSI,Repairable,0.7,0.19,,,2,368,56,1936.842105263158,New,Premium,Accessory
Speaker,Local,Repairable,1.4,2.33,,,2,651,90,279.3991416309013,Recent,Budget,Accessory
Speaker,Sony,Working,5.7,1.47,,,3,922,130,627.2108843537416,Very_Old,Premium,Accessory
Headphones,Realme,Working,0.8,0.5,,,3,1300,166,2600.0,New,Budget,Accessory
Mouse,Xiaomi,Repairable,2.1,0.18,,,1,232,43,1288.888888888889,Recent,Budget,Computer
Smartphone,Sony,Working,2.5,0.16,32.0,5.2,3,8800,920,55000.0,Recent,Premium,Mobile
Speaker,Lenovo,Dead,4.0,2.56,,,3,335,48,130.859375,Old,Budget,Accessory
Smartphone,Realme,Repairable,0.6,0.18,1024.0,5.6,3,3056,325,16977.777777777777,New,Budget,Mobile
Speaker,Realme,Working,0.7,2.87,,,1,1873,228,652.6132404181185,New,Budget,Accessory
Keyboard,Dell,Repairable,1.2,0.78,,,3,687,90,880.7692307692307,Recent,Premium,Computer
Battery,Dell,Dead,2.3,0.56,,,1,272,38,485.71428571428567,Recent,Premium,Accessory
Speaker,Acer,Working,1.9,2.98,,,1,2518,292,844.9664429530202,Recent,Budget,Accessory
Charger,LG,Working,1.0,0.29,,,2,426,78,1468.9655172413793,New,Budget,Accessory
Battery,OnePlus,Dead,3.9,0.49,,,3,148,25,302.0408163265306,Old,Budget,Accessory
Smartphone,Acer,Working,4.6,0.23,64.0,5.5,2,4875,522,21195.652173913044,Old,Budget,Mobile
Keyboard,OnePlus,Working,0.7,0.78,,,3,1118,148,1433.3333333333333,New,Budget,Computer
Keyboard,Local,Repairable,2.9,0.74,,,2,272,48,367.56756756756755,Recent,Budget,Computer
Headphones,Realme,Repairable,2.5,0.45,,,3,395,60,877.7777777777777,Recent,Budget,Accessory
Headphones,OnePlus,Working,4.5,0.48,,,3,964,132,2008.3333333333335,Old,Budget,Accessory
Headphones,MSI,Working,2.4,0.43,,,1,1727,208,4016.279069767442,Recent,Premium,Accessory
Keyboard,Sony,Repairable,1.9,0.78,,,2,603,82,773.0769230769231,Recent,Premium,Computer
Headphones,Lenovo,Working,1.4,0.22,,,2,1446,179,6572.727272727273,Recent,Budget,Accessory
Battery,Local,Dead,0.8,0.78,,,3,94,21,120.51282051282051,New,Budget,Accessory
Tablet,Lenovo,Working,7.3,0.57,1024.0,10.5,1,1984,234,3480.701754385965,Very_Old,Budget,Mobile
Keyboard,Asus,Working,1.7,0.57,,,2,1312,167,2301.7543859649127,Recent,Budget,Computer
Monitor,Generic,Repairable,1.0,6.1,,21.0,3,2116,243,346.88524590163934,New,Budget,Computer
Headphones,Dell,Working,0.6,0.43,,,3,2084,244,4846.511627906977,New,Premium,Accessory
Monitor,HP,Working,0.6,7.97,,28.0,3,6435,699,807.4027603513175,New,Budget,Computer
Monitor,Asus,Working,8.0,4.2,,20.6,1,882,131,210.0,Very_Old,Budget,Computer
Charger,Acer,Repairable,1.2,0.12,,,2,258,45,2150.0,Recent,Budget,Accessory
Tablet,Apple,Dead,0.6,0.6,64.0,12.0,2,6007,616,10011.666666666668,New,Premium,Mobile
Keyboard,Xiaomi,Repairable,2.4,0.71,,,3,376,58,529.5774647887324,Recent,Budget,Computer
Headphones,Sony,Working,2.0,0.33,,,1,1806,216,5472.727272727272,Recent,Premium,Accessory
Laptop,Asus,Repairable,4.9,2.17,512.0,14.5,3,5264,555,2425.8064516129034,Old,Budget,Computer
Smartphone,Local,Dead,1.6,0.23,256.0,6.4,3,984,108,4278.260869565217,Recent,Budget,Mobile
Tablet,Local,Dead,0.5,0.57,256.0,8.1,3,1385,149,2429.824561403509,New,Budget,Mobile
Tablet,Local,Repairable,1.1,0.7,128.0,10.6,3,2337,254,3338.571428571429,Recent,Budget,Mobile
Smartphone,Lenovo,Repairable,1.0,0.15,32.0,6.8,3,4100,430,27333.333333333336,New,Budget,Mobile
Charger,Lenovo,Repairable,3.7,0.29,,,2,170,38,586.2068965517242,Old,Budget,Accessory
Mouse,Xiaomi,Dead,0.7,0.15,,,1,119,21,793.3333333333334,New,Budget,Computer
Mouse,Xiaomi,Working,4.2,0.11,,,3,231,58,2100.0,Old,Budget,Computer
Charger,Dell,Repairable,0.8,0.16,,,2,360,56,2250.0,New,Premium,Accessory
Tablet,Apple,Repairable,1.8,0.55,128.0,10.3,2,9461,972,17201.81818181818,Recent,Premium,Mobile
Monitor,Dell,Repairable,3.6,7.46,,29.2,2,3666,401,491.42091152815016,Old,Premium,Computer
Battery,Generic,Repairable,1.3,0.64,,,2,259,46,404.6875,Recent,Budget,Accessory
Battery,Asus,Working,1.1,0.72,,,3,745,110,1034.7222222222222,Recent,Budget,Accessory
Keyboard,Sony,Dead,5.1,0.82,,,1,176,29,214.63414634146343,Very_Old,Premium,Computer
